user_id,word,raw_score
user0,entangle,2
user0,unsold,4
user0,planet,5
user0,carving,4
user0,statutory,2
user0,questionable,4
user0,reflection,5
user0,hospitalize,4
user0,racecourse,4
user0,illumination,4
user0,conscious,5
user0,punk,2
user0,remembrance,4
user0,picnic,5
user0,roar,3
user0,scrabble,3
user0,want,5
user0,centralization,2
user0,contagion,1
user0,sailing,4
user0,matter,5
user0,ferocious,1
user0,diligence,5
user0,remain,5
user0,odor,1
user0,narrowly,4
user0,supervisor,2
user0,alter,3
user0,foe,5
user0,native,5
user0,genital,2
user0,naturalist,5
user0,tempting,4
user0,democrat,2
user0,acreage,1
user0,destitution,5
user0,sister,5
user0,mite,2
user0,recent,5
user0,whisk,2
user0,dearly,4
user0,significance,3
user0,nonsense,5
user0,clergy,2
user0,user,4
user0,aged,4
user0,disturbed,3
user0,booster,2
user0,spring,5
user0,tattoo,2
user0,matching,5
user0,pour,5
user0,trailer,2
user0,tarry,1
user0,silk,5
user0,dress,5
user0,barely,3
user0,nonetheless,4
user0,pancake,4
user0,pearl,5
user0,vengeance,2
user0,bloc,1
user0,mango,4
user0,gem,4
user0,politics,5
user0,refreshing,5
user0,minority,5
user0,distant,4
user0,imprison,2
user0,mechanism,4
user0,twin,5
user0,glitter,5
user0,leaf,3
user0,underline,4
user0,millionth,5
user0,broaden,5
user0,acquire,5
user0,spicy,4
user0,cooperate,5
user0,renounce,3
user0,inscrutable,1
user0,junta,1
user0,con,2
user0,meticulous,2
user0,clergyman,1
user0,multicultural,4
user0,potential,5
user0,spire,2
user0,hardworking,4
user0,encourage,5
user0,postulate,2
user0,sinister,2
user0,jargon,1
user0,tribune,2
user0,dissolution,4
user0,notwithstanding,4
user0,delegation,2
user0,primarily,4
user0,notable,3
user0,militant,2
user0,novel,5
user0,infect,5
user0,pro,4
user0,flabby,2
user0,sheen,1
user0,buddy,2
user0,champion,4
user0,pursuit,3
user0,restless,4
user0,dimension,3
user0,credibility,4
user0,continuous,3
user0,let,5
user0,session,4
user0,small,5
user0,mill,4
user0,fond,5
user0,song,5
user0,blot,1
user0,mood,5
user0,peel,2
user0,numeral,3
user0,capability,5
user0,change,5
user0,blueberry,5
user0,horrible,3
user0,leverage,3
user0,gentry,2
user0,underwear,4
user0,maritime,1
user0,edifice,4
user0,soldier,5
user0,undergraduate,5
user0,chain,5
user0,cracked,2
user0,molecule,3
user0,slot,4
user0,crossing,4
user0,plaything,1
user0,patrician,1
user0,casually,4
user0,waterproof,4
user0,slapstick,5
user0,tunnel,5
user0,shifty,2
user0,suck,2
user0,testimonial,2
user0,massage,4
user0,estimate,5
user0,stop,5
user0,overnight,2
user0,dialect,3
user0,impertinent,3
user0,thrush,4
user0,suffrage,2
user0,plebiscite,1
user0,prominence,3
user0,appease,1
user0,saturation,2
user0,outsider,4
user0,question,5
user0,dialectic,2
user0,prod,2
user0,sender,4
user0,basket,5
user0,specialty,4
user0,commitment,5
user0,reply,5
user0,invert,3
user0,ironic,4
user0,babe,5
user0,expel,2
user0,vantage,4
user0,lieutenant,1
user0,secession,1
user0,hygiene,2
user0,meander,1
user0,feasible,2
user0,drown,5
user0,aberration,4
user0,borough,2
user0,faithless,4
user0,emerge,5
user0,reality,4
user0,negotiable,4
user0,desire,5
user0,pastime,5
user0,gallon,2
user0,graffiti,5
user0,exasperate,1
user0,primary,5
user0,cram,5
user0,recourse,5
user0,individuality,5
user0,contentious,3
user0,separable,4
user0,phantom,4
user0,sublime,2
user0,rouse,2
user0,conclusive,5
user0,synonym,1
user0,padding,2
user0,undertake,2
user0,manifesto,4
user0,vacuum,4
user0,album,5
user0,makeshift,2
user0,throttle,2
user0,fascism,4
user0,imply,3
user0,builder,4
user0,goddess,5
user0,basil,1
user0,paid,5
user0,downward,2
user0,mend,5
user0,criterion,1
user0,setting,5
user0,coastline,2
user0,motherhood,5
user0,seventieth,5
user0,dynasty,2
user0,forefront,2
user0,fluent,2
user0,stable,3
user0,then,5
user0,opinionated,4
user0,dreamer,4
user0,dogmatic,3
user0,volume,5
user0,surprise,5
user0,invade,5
user0,peevish,1
user0,mirth,1
user0,unhappiness,4
user0,accompanist,2
user0,presage,2
user0,dizzy,3
user0,grandfather,5
user0,frown,4
user0,solstice,1
user0,burglar,3
user0,pessimist,4
user0,challenge,5
user0,file,4
user0,inheritance,3
user0,sale,4
user0,rejoice,1
user0,rewrite,4
user0,enormously,1
user0,polished,5
user0,trump,2
user0,brisk,1
user0,rope,4
user0,omniscient,1
user0,turnover,4
user0,crater,1
user0,insolvent,2
user0,coax,2
user0,graduate,5
user0,raincoat,5
user0,differential,4
user0,platoon,2
user0,sensibility,5
user0,animate,5
user0,squeak,5
user0,neutrality,4
user0,stability,3
user0,dissatisfied,4
user0,tag,2
user0,modulate,2
user0,legitimate,1
user0,pulpit,1
user0,inexpensive,4
user0,invisible,3
user0,nondescript,4
user0,reach,5
user0,shrimp,3
user0,unfortunately,5
user0,obstruct,5
user0,herb,2
user0,cohesion,3
user0,balm,2
user0,teenage,4
user0,sufferer,4
user0,hallway,2
user0,nil,1
user0,creek,2
user0,dear,5
user0,mathematical,5
user0,environmentalist,4
user0,reelect,1
user0,deform,1
user0,virtue,5
user0,horrified,2
user0,readiness,2
user0,alley,3
user0,forestry,1
user0,eject,1
user0,consultant,4
user0,lucrative,1
user0,agreeable,5
user0,decimate,1
user0,complainant,3
user0,steal,5
user0,enunciate,1
user0,bellboy,4
user0,evaluation,5
user0,ethical,5
user0,bag,5
user0,convict,3
user0,ground,5
user0,acclamation,1
user0,abolition,1
user0,planter,4
user0,construction,5
user0,prize,5
user0,ideological,4
user0,devoid,2
user0,tinker,2
user0,categorical,3
user0,airport,5
user0,more,5
user0,beetle,5
user0,munch,1
user0,epitomize,1
user0,orchard,3
user0,sandy,2
user0,shameless,4
user0,lip,5
user0,pinnacle,1
user0,rely,5
user0,slab,2
user0,simulate,4
user0,forensic,1
user0,gilt,2
user0,tremor,1
user0,adjourn,1
user0,flowering,4
user0,lamp,2
user0,sincerely,5
user0,conversion,3
user0,troop,5
user0,impose,5
user0,watch,5
user0,clan,2
user0,sardonic,1
user0,excursion,2
user0,completion,2
user0,asunder,1
user0,shift,4
user0,pickle,2
user0,verge,2
user0,disregard,3
user0,waver,1
user0,extreme,5
user0,wherever,5
user0,accused,5
user0,inadvertent,1
user0,silicon,4
user0,summon,3
user0,hole,5
user0,taper,1
user0,passive,5
user0,how,5
user0,thoroughbred,1
user0,afresh,2
user0,dismay,3
user0,shop,5
user0,against,5
user0,draw,3
user0,forty,5
user0,nickel,4
user0,amount,5
user0,roost,4
user0,defeat,3
user0,tickle,2
user0,locality,1
user0,tidy,3
user0,eerie,1
user0,congenial,1
user0,attendant,4
user0,poultry,1
user0,sheep,5
user0,inflexible,3
user0,chance,5
user0,dressing,4
user0,excited,5
user0,agrarian,1
user0,intruder,1
user0,porous,1
user0,governing,4
user0,engaged,5
user0,writ,1
user0,wrestle,4
user0,muck,2
user0,observance,4
user0,upstairs,5
user0,counselor,1
user0,ludicrous,1
user0,lemon,5
user0,insurer,1
user0,youngster,2
user0,cake,5
user0,theft,1
user0,gruesome,1
user0,toddler,1
user0,cultural,5
user0,alarming,4
user0,pedigree,2
user0,organism,4
user0,likeness,4
user0,carelessly,4
user0,aquatic,2
user0,because,5
user0,homeless,4
user0,jovial,1
user0,forthcoming,1
user0,heyday,1
user0,unending,4
user0,sunburn,1
user0,indicate,3
user0,incorrect,3
user0,foster,3
user0,crafty,1
user0,livestock,1
user0,mitten,1
user0,geological,5
user0,compete,5
user0,innuendo,1
user0,subside,2
user0,happy,5
user0,workshop,4
user0,belong,5
user0,admonish,1
user0,left,5
user0,psychiatric,1
user0,concentration,5
user0,assistant,4
user0,bleak,2
user0,contributor,3
user0,warring,2
user0,annoyed,5
user0,printer,4
user0,castle,5
user0,supermarket,4
user0,reliance,2
user0,hoax,1
user0,sideline,1
user0,patiently,4
user0,bosom,1
user0,rustle,1
user0,lead,5
user0,unsettled,4
user0,euthanasia,1
user0,produce,5
user0,facility,4
user0,acceleration,5
user0,remorse,3
user0,darken,4
user0,smack,2
user0,peculiar,3
user0,flu,5
user0,contradiction,4
user0,subgroup,4
user0,striker,4
user0,come,5
user0,causal,1
user0,ooze,1
user0,momentary,4
user0,squirt,1
user0,soybean,4
user0,worth,5
user0,presently,4
user0,performer,4
user0,erode,3
user0,flurry,2
user0,worrying,4
user0,indifferent,4
user0,vest,5
user0,building,5
user0,convalescence,2
user0,inseparable,4
user0,grudge,2
user0,relate,3
user0,disquiet,4
user0,coward,3
user0,orbit,5
user0,uncontrolled,4
user0,onset,2
user0,midweek,4
user0,confidentiality,4
user0,intolerant,3
user0,plural,2
user0,implication,3
user0,hackneyed,1
user0,unparalleled,4
user0,illuminate,4
user0,hello,5
user0,chuck,2
user0,ineffective,4
user0,coexistence,1
user0,drugstore,5
user0,taut,1
user0,rail,4
user0,teaspoon,5
user0,teem,1
user0,publish,5
user0,mediator,3
user0,embarrass,5
user0,scrutiny,1
user0,southward,2
user0,rational,3
user0,automatically,4
user0,wean,1
user0,reign,5
user0,distinguished,5
user0,snore,2
user0,ride,5
user0,raid,5
user0,homicide,2
user0,leap,5
user0,political,5
user0,alderman,2
user0,efficacy,2
user0,tranquilize,2
user0,agree,5
user0,theological,1
user0,engender,2
user0,vintage,4
user0,fascinating,4
user0,borrower,4
user0,tonight,5
user0,beneficial,4
user0,make,5
user0,astern,1
user0,vale,1
user0,happiness,5
user0,tenderly,4
user0,use,5
user0,sword,5
user0,neat,4
user0,base,5
user0,all,5
user0,pester,1
user0,stopper,4
user0,withdrawal,1
user0,lime,2
user0,indemnity,1
user0,desperation,3
user0,puddle,5
user0,retail,2
user0,boarding,3
user0,impulsive,3
user0,stroll,3
user0,robbery,3
user0,spoke,5
user0,control,5
user0,landlord,2
user0,tornado,4
user0,sneer,2
user0,planetary,2
user0,hijack,4
user0,pilgrimage,1
user0,logical,5
user0,overwhelming,3
user0,directory,1
user0,aspiration,2
user0,visit,5
user0,hammer,4
user0,citizenship,4
user0,in,4
user0,top,5
user0,potato,5
user0,southeastern,2
user0,scarlet,1
user0,plug,2
user0,handling,4
user0,hairy,1
user0,singer,5
user0,mop,4
user0,swoop,2
user0,betray,3
user0,airborne,1
user0,move,5
user0,print,5
user0,fantasy,5
user0,greedy,3
user0,selective,4
user0,paramount,2
user0,obscure,5
user0,saddle,4
user0,life,5
user0,longstanding,4
user0,perception,3
user0,believer,4
user0,accomplice,2
user0,arduous,1
user0,same,5
user0,thirtieth,5
user0,arithmetic,1
user0,twenty,5
user0,mar,1
user0,happening,4
user0,hamburger,4
user0,vicious,1
user0,postage,3
user0,Friday,5
user0,libel,1
user0,scourge,1
user0,specifically,4
user0,prisoner,4
user0,whatever,5
user0,affinity,2
user0,consist,5
user0,vanish,3
user0,wash,5
user0,shareholder,3
user0,sometimes,5
user0,partially,1
user0,summit,5
user0,shred,1
user0,adolescence,3
user0,government,5
user0,tawdry,1
user0,preserve,5
user0,subsidy,1
user0,chin,5
user0,gently,5
user0,sequence,5
user0,bus,5
user0,eighth,5
user0,flirt,1
user0,ice,5
user0,vigor,1
user0,noonday,1
user0,warrant,1
user0,romp,1
user0,expound,2
user0,dribble,4
user0,imperialism,3
user0,mumps,1
user0,missile,1
user0,mitigate,1
user0,glimpse,3
user0,imposing,4
user0,bridge,5
user0,day,5
user0,such,5
user0,discredit,4
user0,execute,4
user0,materialistic,1
user0,contrition,2
user0,beforehand,3
user0,delighted,4
user0,ballad,4
user0,armful,2
user0,wing,5
user0,shopper,4
user0,major,5
user0,articulation,2
user0,alleviate,1
user0,duel,1
user0,proportion,4
user0,instinct,5
user0,couch,1
user0,detour,1
user0,allure,2
user0,adult,5
user0,communist,2
user0,hurdle,2
user0,heiress,1
user0,wooded,4
user0,meltdown,4
user0,habitually,4
user0,narrow,5
user0,altogether,5
user0,cursory,1
user0,loudspeaker,4
user0,prominent,3
user0,acceptance,4
user0,abdominal,1
user0,ownership,4
user0,epic,2
user0,ray,5
user0,centerpiece,1
user0,mechanics,4
user0,unloved,4
user0,residence,3
user0,similarity,5
user0,derision,2
user0,unpleasant,5
user0,deft,2
user0,decline,5
user0,ceremony,4
user0,figure,4
user0,takeout,4
user0,courage,5
user0,hit,5
user0,pertinent,1
user0,dabble,1
user0,entertainment,1
user0,secretary,4
user0,comedian,4
user0,deepen,4
user0,mail,5
user0,offender,4
user0,mortify,2
user0,trigger,4
user0,gratification,2
user0,rod,2
user0,coddle,3
user0,organist,2
user0,integrated,4
user0,proscribe,3
user0,pendulum,1
user0,system,5
user0,stealth,1
user0,endowment,3
user0,adultery,1
user0,golfer,4
user0,hazy,1
user0,chaotic,1
user0,flamboyant,1
user0,sketch,4
user0,encircle,4
user0,out,4
user0,sewerage,1
user0,battalion,1
user0,badminton,4
user0,territorial,1
user0,poverty,3
user0,glass,5
user0,shepherd,1
user0,grave,5
user0,afford,5
user0,neighbor,5
user0,rescind,1
user0,pence,4
user0,exhaustion,3
user0,chilly,3
user0,protector,4
user0,inform,4
user0,hefty,1
user0,creation,4
user0,dusty,2
user0,grown,5
user0,junk,4
user0,sparse,1
user0,marvelous,5
user0,ore,2
user0,prowess,1
user0,mince,1
user0,autobiography,4
user0,admiration,4
user0,variegated,1
user0,bard,1
user0,watertight,1
user0,intelligent,4
user0,sacrifice,5
user0,difference,5
user0,restitution,2
user0,trooper,4
user0,assignment,3
user0,mandate,1
user0,version,5
user0,wrongdoing,4
user0,modern,5
user0,insistence,4
user0,celery,1
user0,next,5
user0,lining,2
user0,litter,3
user0,encompass,1
user0,brute,2
user0,cling,3
user0,perjury,1
user0,feign,3
user0,dietary,1
user0,discard,3
user0,sardine,1
user0,anesthesia,1
user0,divert,1
user0,overseas,5
user0,investigative,4
user0,embellish,1
user0,newscaster,4
user0,skating,4
user0,discuss,5
user0,sink,5
user0,belly,2
user0,interrupt,5
user0,disperse,3
user0,eel,5
user0,decentralize,1
user0,ordinarily,4
user0,angel,5
user0,installation,1
user0,amusement,4
user0,blunder,2
user0,bass,1
user0,grease,1
user0,airman,4
user0,storytelling,4
user0,zipper,4
user0,discoverer,4
user0,dwarf,2
user0,inflation,4
user0,affirmative,2
user0,exercise,5
user0,leaflet,2
user0,visa,1
user0,contamination,1
user0,rural,4
user0,combustion,3
user0,reimburse,1
user0,rendition,1
user0,advantage,5
user0,note,5
user0,terminate,4
user0,consent,5
user0,sew,2
user0,pathology,1
user0,powdery,2
user0,degradation,1
user0,bison,1
user0,supposition,1
user0,degree,5
user0,ironical,4
user0,goat,5
user0,progress,5
user0,prognosis,1
user0,Tuesday,5
user0,enthusiastic,3
user0,hysterical,2
user0,succession,4
user0,blaze,2
user0,expertise,2
user0,undress,2
user0,lie,5
user0,warehouse,1
user0,squeeze,4
user0,vocabulary,4
user0,compose,3
user0,paddle,5
user0,implacable,1
user0,murder,4
user0,employee,5
user0,meek,1
user0,sweep,5
user0,assimilation,2
user0,augment,1
user0,induction,1
user0,exemption,1
user0,sweeten,4
user0,envious,1
user0,plummet,1
user0,observation,4
user0,a,2
user0,lack,4
user0,rob,2
user0,woe,3
user0,unanimous,2
user0,idly,2
user0,infringe,2
user0,coherent,2
user0,alongside,1
user0,flick,5
user0,precipitation,2
user0,exaltation,1
user0,wanderer,4
user0,news,5
user0,moderately,5
user0,packed,4
user0,profession,4
user0,inconclusive,4
user0,sleek,1
user0,watermelon,5
user0,revere,4
user0,insane,5
user0,groundwork,4
user0,currently,4
user0,moan,4
user0,crook,2
user0,unwilling,5
user0,aggravate,1
user0,peep,5
user0,rotation,5
user0,colonel,3
user0,remainder,4
user0,hopeful,4
user0,salvation,2
user0,sue,4
user0,dried,4
user0,accomplishment,4
user0,foremost,2
user0,crumple,2
user0,distinctive,4
user0,soften,4
user0,typewriter,4
user0,formerly,4
user0,painful,4
user0,stitch,2
user0,rudely,4
user0,recipient,2
user0,commencement,2
user0,pair,4
user0,xenophobia,1
user0,false,4
user0,archipelago,1
user0,show,5
user0,bathe,1
user0,culmination,3
user0,connoisseur,1
user0,jeopardize,1
user0,fix,5
user0,avoid,5
user0,spray,5
user0,living,5
user0,along,5
user0,toilet,4
user0,process,5
user0,temper,3
user0,elasticity,1
user0,disparate,3
user0,foreign,5
user0,sufficiency,4
user0,mindless,4
user0,sweeping,4
user0,status,5
user0,omit,5
user0,angelic,2
user0,overweight,4
user0,loss,5
user0,era,5
user0,expedition,2
user0,plow,1
user0,volatile,1
user0,railway,5
user0,continuance,2
user0,mutiny,1
user0,unruly,1
user0,road,5
user0,shorthand,5
user0,condense,2
user0,moribund,1
user0,conqueror,1
user0,gallery,4
user0,calculus,2
user0,especially,5
user0,changeable,4
user0,restrict,5
user0,consecrate,3
user0,phony,1
user0,approve,5
user0,contend,3
user0,deer,5
user0,forearm,2
user0,wry,1
user0,senior,5
user0,buffalo,4
user0,pragmatic,2
user0,allusion,2
user0,preferable,4
user0,afraid,5
user0,tumultuous,1
user0,hostile,5
user0,circumspect,1
user0,confinement,1
user0,flee,3
user0,tailor,2
user0,avarice,1
user0,downtown,4
user0,bug,2
user0,definitive,4
user0,outwit,1
user0,benevolent,1
user0,regard,3
user0,drug,5
user0,degrade,2
user0,objective,5
user0,freelance,2
user0,agricultural,5
user0,schoolmaster,4
user0,proportionate,4
user0,caress,1
user0,disband,1
user0,extinct,5
user0,steam,5
user0,or,4
user0,large,5
user0,regret,5
user0,cupful,4
user0,placement,4
user0,supplementary,1
user0,boil,5
user0,township,2
user0,purpose,5
user0,convey,5
user0,oust,1
user0,shimmer,2
user0,motionless,4
user0,thunder,5
user0,line,5
user0,charm,5
user0,height,5
user0,retribution,3
user0,zigzag,4
user0,tribute,4
user0,shore,2
user0,too,4
user0,armed,4
user0,wife,5
user0,morality,4
user0,ubiquitous,1
user0,alphabet,5
user0,oxygen,5
user0,diffuse,3
user0,extent,3
user0,cripple,1
user0,periodical,4
user0,vaccine,2
user0,instrument,2
user0,logic,5
user0,mineral,4
user0,frightful,4
user0,hypnosis,2
user0,actor,5
user0,doing,5
user0,creep,2
user0,orgy,1
user0,kidney,2
user0,scare,3
user0,impeach,4
user0,coffeehouse,4
user0,unite,5
user0,excise,5
user0,victorious,1
user0,displease,4
user0,pastoral,1
user0,spotted,4
user0,calendar,5
user0,adapt,4
user0,robust,1
user0,intrigue,2
user0,puppet,2
user0,implant,2
user0,fawn,2
user0,on,4
user0,twitter,1
user0,broom,1
user0,vat,1
user0,eligibility,1
user0,funeral,2
user0,forth,5
user0,unit,4
user0,child,2
user0,gaze,5
user0,independence,5
user0,cactus,2
user0,wartime,4
user0,flashing,4
user0,latent,3
user0,excessive,2
user0,wait,5
user0,immense,1
user0,restrain,3
user0,serial,4
user0,optic,2
user0,sexuality,4
user0,owe,5
user0,crack,2
user0,appreciative,1
user0,pass,5
user0,sailor,5
user0,retiring,4
user0,abort,1
user0,bracelet,4
user0,engaging,4
user0,patriotic,2
user0,Muslim,4
user0,unfriendly,4
user0,apex,1
user0,source,5
user0,container,5
user0,eyelid,1
user0,remnant,1
user0,masculine,3
user0,screaming,4
user0,garden,5
user0,nationwide,2
user0,impasse,1
user0,testament,1
user0,rip,1
user0,incomplete,4
user0,chord,1
user0,generator,4
user0,rumor,5
user0,redden,1
user0,paint,5
user0,whoever,5
user0,crony,1
user0,mythology,2
user0,insight,2
user0,aim,5
user0,requirement,4
user0,horn,4
user0,constipation,1
user0,tube,5
user0,dissolve,4
user0,consult,5
user0,tentacle,1
user0,undercut,2
user0,algae,1
user0,suicide,5
user0,tomb,1
user0,secure,4
user0,presumably,1
user0,reject,5
user0,climbing,4
user0,alpine,2
user0,goose,5
user0,override,2
user0,dying,4
user0,anywhere,4
user0,score,5
user0,reduced,5
user0,contraceptive,1
user0,biceps,1
user0,radiate,2
user0,abhor,1
user0,esoteric,1
user0,vociferous,1
user0,stately,4
user0,feather,5
user0,booking,4
user0,institutional,4
user0,consideration,5
user0,room,5
user0,tread,3
user0,dichotomy,1
user0,legitimacy,1
user0,tire,2
user0,dogged,1
user0,brew,1
user0,shortly,4
user0,lash,1
user0,are,4
user0,outburst,2
user0,wallet,5
user0,waltz,2
user0,distinct,3
user0,skier,4
user0,grow,4
user0,equalize,4
user0,singing,4
user0,stock,4
user0,myth,5
user0,rape,2
user0,double,5
user0,developmental,4
user0,fear,5
user0,harrowing,4
user0,harness,2
user0,unfinished,4
user0,emergence,4
user0,roundabout,1
user0,tool,5
user0,archaic,1
user0,pneumonia,1
user0,wardrobe,4
user0,sheer,3
user0,insurmountable,1
user0,participant,5
user0,cycling,4
user0,attic,1
user0,evolution,5
user0,imperfection,2
user0,powder,4
user0,tissue,5
user0,brilliant,4
user0,assault,3
user0,stupidity,4
user0,fight,5
user0,green,5
user0,respond,4
user0,antipathy,2
user0,compel,3
user0,warble,1
user0,knit,5
user0,worship,3
user0,enrollment,1
user0,entrepreneur,1
user0,petal,1
user0,pea,5
user0,shoulder,5
user0,humane,2
user0,complex,5
user0,strange,5
user0,planner,4
user0,communique,1
user0,liaison,1
user0,housekeeping,4
user0,fumble,2
user0,rite,1
user0,denomination,1
user0,regiment,2
user0,printing,4
user0,crust,2
user0,roll,4
user0,am,4
user0,empire,5
user0,legality,2
user0,remove,5
user0,farm,5
user0,observant,2
user0,decimal,1
user0,altercation,1
user0,sage,2
user0,mortuary,1
user0,comparatively,4
user0,legion,1
user0,sperm,1
user0,orange,5
user0,several,5
user0,nation,5
user0,salary,5
user0,balcony,5
user0,situation,5
user0,swelling,4
user0,alight,1
user0,subtlety,4
user0,sick,5
user0,symposium,4
user0,mammoth,2
user0,ferret,1
user0,hollow,1
user0,smolder,3
user0,bitter,4
user0,typist,4
user0,of,4
user0,agenda,3
user0,prim,2
user0,interview,5
user0,bazaar,1
user0,emotionally,4
user0,half,4
user0,implied,3
user0,heater,4
user0,leech,1
user0,manual,4
user0,problem,5
user0,greet,3
user0,wade,1
user0,sea,5
user0,shipbuilding,4
user0,clockwork,4
user0,differentiate,1
user0,colony,5
user0,scandal,5
user0,vernacular,1
user0,exodus,4
user0,handwriting,4
user0,cleric,1
user0,harbor,5
user0,lioness,2
user0,annihilate,1
user0,impersonate,2
user0,dire,3
user0,verdict,3
user0,weekday,4
user0,objection,5
user0,arouse,3
user0,trainer,4
user0,collision,1
user0,handicap,4
user0,clarity,2
user0,lawn,3
user0,restriction,4
user0,dose,2
user0,computerize,4
user0,hay,2
user0,tolerable,2
user0,view,5
user0,dime,4
user0,spank,2
user0,trickle,2
user0,council,5
user0,parliamentary,2
user0,lawsuit,2
user0,conversational,4
user0,offering,4
user0,fortitude,2
user0,consonant,1
user0,onward,2
user0,peacock,2
user0,vegetable,5
user0,trimming,3
user0,taste,5
user0,surrounding,4
user0,hereditary,1
user0,adamant,2
user0,designer,4
user0,disapprove,5
user0,random,5
user0,name,5
user0,cabinet,4
user0,together,5
user0,placate,1
user0,motorcycle,5
